fixed HintPath in SDKSamples.targets

482 errors
162 warnings

Errors and warnings:

Severity	Code	Description	Project	File	Line	Suppression State
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.DB' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	25	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Transaction' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	29	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	29	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Regeneration' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	30	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	30	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Journaling' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	31	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	31	Active
Error	BC30002	Type 'IExternalCommand' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	33	Active
Error	BC30002	Type 'ExternalCommandData' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	51	Active
Error	BC30002	Type 'Autodesk.Revit.DB.ElementSet' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	51	Active
Error	BC30002	Type 'Autodesk.Revit.UI.Result' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	52	Active
Error	BC30002	Type 'IExternalCommand' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	52	Active
Error	BC30002	Type 'Autodesk.Revit.ApplicationServices.Application' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	145	Active
Error	BC30002	Type 'Autodesk.Revit.DB.ElementSet' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	146	Active
Error	BC30002	Type 'Autodesk.Revit.ApplicationServices.Application' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	232	Active
Error	BC30002	Type 'Autodesk.Revit.DB.Element' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	233	Active
Error	BC30002	Type 'Autodesk.Revit.ApplicationServices.Application' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	291	Active
Error	BC30002	Type 'Autodesk.Revit.DB.ElementSet' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	292	Active
Error	BC30002	Type 'Autodesk.Revit.UI.UIApplication' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	373	Active
Error	BC30002	Type 'Autodesk.Revit.DB.Document' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	374	Active
Error	BC30002	Type 'ElementSet' is not defined.	ArchSample	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\ArchSample\VB.NET\Command.vb	374	Active
Error	BC30002	Type 'Autodesk.Revit.UI.UIApplication' is not defined.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\BindingsBrowserForm.vb	101	Active
Error	BC30002	Type 'Autodesk.Revit.UI.UIApplication' is not defined.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\BindingsBrowserForm.vb	111	Active
Error	BC30002	Type 'Autodesk.Revit.DB.Document' is not defined.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\BindingsBrowserForm.vb	132	Active
Error	BC30002	Type 'Autodesk.Revit.UI.UIApplication' is not defined.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\BindingsBrowserForm.vb	138	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.DB' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	25	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.UI' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	26	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Transaction' is not defined.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	28	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	28	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Regeneration' is not defined.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	29	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	29	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Journaling' is not defined.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	30	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	30	Active
Error	BC30002	Type 'Autodesk.Revit.UI.IExternalCommand' is not defined.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	32	Active
Error	BC30002	Type 'Autodesk.Revit.UI.ExternalCommandData' is not defined.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	50	Active
Error	BC30002	Type 'Autodesk.Revit.DB.ElementSet' is not defined.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	50	Active
Error	BC30002	Type 'Autodesk.Revit.UI.Result' is not defined.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	50	Active
Error	BC30002	Type 'Autodesk.Revit.UI.IExternalCommand' is not defined.	BrowseBindings	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\BrowseBindings\VB.NET\Command.vb	50	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	28	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.DB.Events' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	29	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.DB' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	30	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.UI' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	31	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.DB.Structure' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	32	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.Creation' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	33	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Transaction' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	36	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	36	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Regeneration' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	37	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	37	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Journaling' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	38	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	38	Active
Error	BC30002	Type 'IExternalCommand' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	40	Active
Error	BC30002	Type 'Autodesk.Revit.UI.UIApplication' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	41	Active
Error	BC30002	Type 'Autodesk.Revit.DB.UV' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	47	Active
Error	BC30002	Type 'Autodesk.Revit.UI.ExternalCommandData' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	101	Active
Error	BC30002	Type 'Autodesk.Revit.DB.ElementSet' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	101	Active
Error	BC30002	Type 'Autodesk.Revit.UI.Result' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	101	Active
Error	BC30002	Type 'Autodesk.Revit.UI.IExternalCommand' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	101	Active
Error	BC30002	Type 'Autodesk.Revit.DB.UV' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	324	Active
Error	BC30002	Type 'Autodesk.Revit.DB.FamilySymbol' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	324	Active
Error	BC30002	Type 'Autodesk.Revit.DB.Level' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	324	Active
Error	BC30002	Type 'Autodesk.Revit.DB.Level' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	324	Active
Error	BC30002	Type 'Autodesk.Revit.DB.UV' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	372	Active
Error	BC30002	Type 'Autodesk.Revit.DB.UV' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	372	Active
Error	BC30002	Type 'Autodesk.Revit.DB.Level' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	372	Active
Error	BC30002	Type 'Autodesk.Revit.DB.Level' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	372	Active
Error	BC30002	Type 'Autodesk.Revit.DB.FamilySymbol' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	372	Active
Error	BC30002	Type 'Autodesk.Revit.DB.UV' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	394	Active
Error	BC30002	Type 'Autodesk.Revit.DB.UV' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	394	Active
Error	BC30002	Type 'Autodesk.Revit.DB.Level' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	394	Active
Error	BC30002	Type 'Autodesk.Revit.DB.Level' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	394	Active
Error	BC30002	Type 'Autodesk.Revit.DB.FamilySymbol' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	394	Active
Error	BC30002	Type 'Autodesk.Revit.DB.FamilySymbol' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	441	Active
Error	BC30002	Type 'Autodesk.Revit.DB.FamilySymbol' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	455	Active
Error	BC30002	Type 'Autodesk.Revit.DB.FamilySymbol' is not defined.	CreateBeamsColumnsBraces	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateBeamsColumnsBraces\VB.NET\CreateBeamsColumnsBraces.vb	470	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.DB' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command1.vb	26	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Transaction' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command1.vb	28	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command1.vb	28	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Regeneration' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command1.vb	29	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command1.vb	29	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Journaling' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command1.vb	30	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command1.vb	30	Active
Error	BC30002	Type 'Autodesk.Revit.UI.IExternalCommand' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command1.vb	32	Active
Error	BC30002	Type 'Autodesk.Revit.UI.ExternalCommandData' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command1.vb	50	Active
Error	BC30002	Type 'Autodesk.Revit.DB.ElementSet' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command1.vb	51	Active
Error	BC30002	Type 'Autodesk.Revit.UI.Result' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command1.vb	51	Active
Error	BC30002	Type 'Autodesk.Revit.UI.IExternalCommand' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command1.vb	52	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.DB' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command2.vb	25	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Transaction' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command2.vb	27	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command2.vb	27	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Regeneration' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command2.vb	28	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command2.vb	28	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Journaling' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command2.vb	29	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command2.vb	29	Active
Error	BC30002	Type 'Autodesk.Revit.UI.IExternalCommand' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command2.vb	31	Active
Error	BC30002	Type 'Autodesk.Revit.UI.ExternalCommandData' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command2.vb	49	Active
Error	BC30002	Type 'Autodesk.Revit.DB.ElementSet' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command2.vb	50	Active
Error	BC30002	Type 'Autodesk.Revit.UI.Result' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command2.vb	50	Active
Error	BC30002	Type 'Autodesk.Revit.UI.IExternalCommand' is not defined.	CreateShared	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\CreateShared\VB.NET\Command2.vb	51	Active
Error	BC40056	Namespace or type specified in the Imports 'Autodesk.Revit.DB' doesn't contain any public member or cannot be found. Make sure the namespace or the type is defined and contains at least one public member. Make sure the imported element name doesn't use any aliases.	DeleteObject	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\DeleteObject\VB.NET\DeleteObject.vb	26	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Transaction' is not defined.	DeleteObject	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\DeleteObject\VB.NET\DeleteObject.vb	32	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	DeleteObject	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\DeleteObject\VB.NET\DeleteObject.vb	32	Active
Error	BC30002	Type 'Autodesk.Revit.Attributes.Regeneration' is not defined.	DeleteObject	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\DeleteObject\VB.NET\DeleteObject.vb	33	Active
Error	BC30451	'Autodesk' is not declared. It may be inaccessible due to its protection level.	DeleteObject	Z:\a\src\rvt\RevitSdkSamples\SDK\Samples\DeleteObject\VB.NET\DeleteObject.vb	33	Active
